id,type,category,subsection,enabled,sort_order,icon,request_kind,target_department,notify_departments,request_type,requires_note,requires_quantity,min_qty,max_qty,requires_time,time_mode,options_raw,requires_billing,price,currency,pdf_url,external_url,link_url,guest_visible,staff_visible,ai_visible,confirmation_mode,section_title_bg,section_title_de,section_title_en,section_title_ro,section_title_cs,title_bg,title_de,title_en,title_ro,title_cs,subtitle_bg,subtitle_de,subtitle_en,subtitle_ro,subtitle_cs,description_bg,description_de,description_en,description_ro,description_cs,policy_bg,policy_de,policy_en,policy_ro,policy_cs,success_bg,success_de,success_en,success_ro,success_cs,staff_label_bg,staff_label_de,staff_label_en,staff_label_ro,staff_label_cs,keywords,options_bg,options_de,options_en,options_ro,options_cs,option_image_urls,option_info_bg,option_info_en,option_info_de,option_info_ro,option_info_cs,section_title_ru,title_ru,subtitle_ru,description_ru,policy_ru,success_ru,staff_label_ru,options_ru,option_info_ru,aliases_bg,aliases_en,aliases_de,aliases_ro,aliases_cs,aliases_ru,intent_tags,ui_section_id,canonical_ref
massage_booking,request,reception,spa,True,65,💆,selection,reception,reception,massage_booking,False,False,,,False,,"Масаж цяло тяло — 60 мин. — 60,00 €|Частичен масаж — 30 мин. — 35,00 €|Рефлексотерапия — 20 мин. — 25,00 €|Масаж на глава — 20 мин. — 20,00 €|Арома масаж — 60 мин. — 55,00 €|Антистрес масаж — 60 мин. — 60,00 €|Релакс масаж — 50 мин. — 50,00 €|Спортен масаж — 50 мин. — 50,00 €",True,,€,,,,True,True,True,instant,,,,,,Масажи и релакс терапии,Massagen und Entspannungstherapien,Massages and relaxation therapies,Masaje și terapii de relaxare,Masáže a relaxační terapie,Избор на услуга,Leistung auswählen,Choose a service,Alegeți serviciul,Vyberte službu,Изберете желаната масажна услуга. Цената ще бъде начислена към сметката на стаята след потвърждение от рецепция.,Wählen Sie die gewünschte Massageleistung. Der Preis wird nach Bestätigung durch die Rezeption auf Ihr Zimmerkonto gebucht.,Choose your preferred massage service. The price will be charged to your room account after confirmation by reception.,Alegeți serviciul de masaj dorit. Prețul va fi adăugat la contul camerei după confirmarea recepției.,Vyberte požadovanou masážní službu. Cena bude po potvrzení recepcí účtována na pokoj.,Платена услуга. Рецепцията ще потвърди заявката и цената ще бъде начислена към стаята.,Kostenpflichtige Leistung. Die Rezeption bestätigt die Anfrage und der Preis wird auf Ihr Zimmer gebucht.,Paid service. Reception will confirm the request and the price will be charged to your room.,"Serviciu contra cost. Recepția va confirma solicitarea, iar prețul va fi adăugat la contul camerei.",Placená služba. Recepce požadavek potvrdí a cena bude účtována na pokoj.,Заявката за масаж е изпратена към рецепция.,Ihre Massageanfrage wurde an die Rezeption gesendet.,Your massage request has been sent to reception.,Solicitarea pentru masaj a fost trimisă la recepție.,Požadavek na masáž byl odeslán na recepci.,Масаж / релакс терапия,Massage / Entspannungstherapie,Massage / relaxation therapy,Masaj / terapie de relaxare,Masáž / relaxační terapie,massage_booking|масаж|масажи|релакс|терапия|релакс терапия|спа|уелнес|резервация за масаж|massage|massages|relax|therapy|relaxation therapy|spa|wellness|massage booking|massage|massagen|entspannung|therapie|entspannungstherapie|spa|wellness|massage buchen|masaj|masaje|relaxare|terapie|terapie de relaxare|spa|wellness|programare masaj|masáž|masáže|relaxace|terapie|relaxační terapie|spa|wellness|rezervace masáže|массаж|массажи|спа|релакс|бронирование массажа,"Масаж цяло тяло — 60 мин. — 60,00 €|Частичен масаж — 30 мин. — 35,00 €|Рефлексотерапия — 20 мин. — 25,00 €|Масаж на глава — 20 мин. — 20,00 €|Арома масаж — 60 мин. — 55,00 €|Антистрес масаж — 60 мин. — 60,00 €|Релакс масаж — 50 мин. — 50,00 €|Спортен масаж — 50 мин. — 50,00 €","Ganzkörpermassage — 60 Min. — 60,00 €|Teilmassage — 30 Min. — 35,00 €|Reflexzonenmassage — 20 Min. — 25,00 €|Kopfmassage — 20 Min. — 20,00 €|Aromamassage — 60 Min. — 55,00 €|Anti-Stress-Massage — 60 Min. — 60,00 €|Relaxmassage — 50 Min. — 50,00 €|Sportmassage — 50 Min. — 50,00 €",Full body massage — 60 min. — €60.00|Partial massage — 30 min. — €35.00|Reflexotherapy — 20 min. — €25.00|Head massage — 20 min. — €20.00|Aroma massage — 60 min. — €55.00|Anti-stress massage — 60 min. — €60.00|Relax massage — 50 min. — €50.00|Sports massage — 50 min. — €50.00,"Masaj complet — 60 min. — 60,00 €|Masaj parțial — 30 min. — 35,00 €|Reflexoterapie — 20 min. — 25,00 €|Masaj capilar — 20 min. — 20,00 €|Masaj aromaterapie — 60 min. — 55,00 €|Masaj antistres — 60 min. — 60,00 €|Masaj de relaxare — 50 min. — 50,00 €|Masaj sportiv — 50 min. — 50,00 €","Masáž celého těla — 60 min. — 60,00 €|Částečná masáž — 30 min. — 35,00 €|Reflexoterapie — 20 min. — 25,00 €|Masáž hlavy — 20 min. — 20,00 €|Aroma masáž — 60 min. — 55,00 €|Antistresová masáž — 60 min. — 60,00 €|Relaxační masáž — 50 min. — 50,00 €|Sportovní masáž — 50 min. — 50,00 €",,,,,,,,Массажи и релакс-терапии,Выбор услуги,Выберите желаемую массажную услугу. Стоимость будет начислена на счет номера после подтверждения на рецепции.,"Платная услуга. Рецепция подтвердит запрос, после чего стоимость будет начислена на счет номера.",Запрос на массаж отправлен на рецепцию.,Массаж / релакс-терапия,"Массаж всего тела — 60 мин. — 60,00 €|Частичный массаж — 30 мин. — 35,00 €|Рефлексотерапия — 20 мин. — 25,00 €|Массаж головы — 20 мин. — 20,00 €|Аромамассаж — 60 мин. — 55,00 €|Антистрессовый массаж — 60 мин. — 60,00 €|Расслабляющий массаж — 50 мин. — 50,00 €|Спортивный массаж — 50 мин. — 50,00 €",,Масажи и релакс терапии,Massages and relaxation therapies,Massagen und Entspannungstherapien,Masaje și terapii de relaxare,Masáže a relaxační terapie,Массажи и релакс-терапии,massage_booking|spa_treatment|relaxation,reception,
air_conditioning,request,maintenance,technical,True,21,air,standard,maintenance,,air_conditioning,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Проблем с климатик или отопление,Problem mit Klimaanlage oder Heizung,Air conditioning or heating issue,Problemă cu aerul condiționat sau încălzirea,Problém s klimatizací nebo topením,,,,,,Съобщете за „Проблем с климатик или отопление“ на техническата поддръжка.,„Problem mit Klimaanlage oder Heizung“ dem technischen Service melden.,Report “Air conditioning or heating issue” to maintenance.,Raportați „Problemă cu aerul condiționat sau încălzirea” serviciului tehnic.,Nahlaste „Problém s klimatizací nebo topením“ technické údržbě.,,,,,,Заявката „Проблем с климатик или отопление“ е изпратена.,Ihre Anfrage „Problem mit Klimaanlage oder Heizung“ wurde gesendet.,Your “Air conditioning or heating issue” request has been sent.,Solicitarea „Problemă cu aerul condiționat sau încălzirea” a fost trimisă.,Požadavek „Problém s klimatizací nebo topením“ byl odeslán.,Проблем с климатик или отопление,Problem mit Klimaanlage oder Heizung,Air conditioning or heating issue,Problemă cu aerul condiționat sau încălzirea,Problém s klimatizací nebo topením,,,,,,,,,,,,,Техническая служба,Проблема с кондиционером или отоплением,,Сообщите о проблеме «Проблема с кондиционером или отоплением» в техническую службу.,,Запрос «Проблема с кондиционером или отоплением» отправлен.,Проблема с кондиционером или отоплением,,,Проблем с климатик или отопление|климатикът не работи|отоплението не работи|студено е|топло е,Air conditioning or heating issue|ac not working|air conditioner|heating issue,Problem mit Klimaanlage oder Heizung|klimaanlage funktioniert nicht|heizung problem,Problemă cu aerul condiționat sau încălzirea|aer condiționat defect|problemă încălzire,Problém s klimatizací nebo topením|nefunguje klimatizace|problém s topením,Проблема с кондиционером или отоплением|не работает кондиционер|проблема с отоплением,technical_problem|air_conditioning|heating,maintenance,
no_hot_water,request,maintenance,technical,True,22,hot-water,standard,maintenance,,no_hot_water,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Няма топла вода,Kein warmes Wasser,No hot water,Nu este apă caldă,Neteče teplá voda,,,,,,Съобщете за „Няма топла вода“ на техническата поддръжка.,„Kein warmes Wasser“ dem technischen Service melden.,Report “No hot water” to maintenance.,Raportați „Nu este apă caldă” serviciului tehnic.,Nahlaste „Neteče teplá voda“ technické údržbě.,,,,,,Заявката „Няма топла вода“ е изпратена.,Ihre Anfrage „Kein warmes Wasser“ wurde gesendet.,Your “No hot water” request has been sent.,Solicitarea „Nu este apă caldă” a fost trimisă.,Požadavek „Neteče teplá voda“ byl odeslán.,Няма топла вода,Kein warmes Wasser,No hot water,Nu este apă caldă,Neteče teplá voda,,,,,,,,,,,,,Техническая служба,Нет горячей воды,,Сообщите о проблеме «Нет горячей воды» в техническую службу.,,Запрос «Нет горячей воды» отправлен.,Нет горячей воды,,,Няма топла вода|няма топла вода|студена вода,No hot water|no hot water|cold water only,Kein warmes Wasser|kein warmes wasser,Nu este apă caldă|nu este apă caldă,Neteče teplá voda|neteče teplá voda,Нет горячей воды|нет горячей воды,technical_problem|hot_water,maintenance,
tv_issue,request,maintenance,technical,True,23,tv,standard,maintenance,,tv_issue,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Проблем с телевизора,TV-Problem,TV issue,Problemă cu televizorul,Problém s televizí,,,,,,Съобщете за „Проблем с телевизора“ на техническата поддръжка.,„TV-Problem“ dem technischen Service melden.,Report “TV issue” to maintenance.,Raportați „Problemă cu televizorul” serviciului tehnic.,Nahlaste „Problém s televizí“ technické údržbě.,,,,,,Заявката „Проблем с телевизора“ е изпратена.,Ihre Anfrage „TV-Problem“ wurde gesendet.,Your “TV issue” request has been sent.,Solicitarea „Problemă cu televizorul” a fost trimisă.,Požadavek „Problém s televizí“ byl odeslán.,Проблем с телевизора,TV-Problem,TV issue,Problemă cu televizorul,Problém s televizí,,,,,,,,,,,,,Техническая служба,Проблема с телевизором,,Сообщите о проблеме «Проблема с телевизором» в техническую службу.,,Запрос «Проблема с телевизором» отправлен.,Проблема с телевизором,,,Проблем с телевизора|телевизорът не работи|няма телевизия|проблем с телевизора,TV issue|tv not working|television issue,TV-Problem|fernseher funktioniert nicht|tv problem,Problemă cu televizorul|televizorul nu funcționează,Problém s televizí|televize nefunguje,Проблема с телевизором|не работает телевизор|проблема с телевизором,technical_problem|television,maintenance,
light_not_working,request,maintenance,technical,True,24,light,standard,maintenance,,light_not_working,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Проблем с осветлението,Beleuchtungsproblem,Lighting issue,Problemă cu iluminatul,Problém s osvětlením,,,,,,Съобщете за „Проблем с осветлението“ на техническата поддръжка.,„Beleuchtungsproblem“ dem technischen Service melden.,Report “Lighting issue” to maintenance.,Raportați „Problemă cu iluminatul” serviciului tehnic.,Nahlaste „Problém s osvětlením“ technické údržbě.,,,,,,Заявката „Проблем с осветлението“ е изпратена.,Ihre Anfrage „Beleuchtungsproblem“ wurde gesendet.,Your “Lighting issue” request has been sent.,Solicitarea „Problemă cu iluminatul” a fost trimisă.,Požadavek „Problém s osvětlením“ byl odeslán.,Проблем с осветлението,Beleuchtungsproblem,Lighting issue,Problemă cu iluminatul,Problém s osvětlením,,,,,,,,,,,,,Техническая служба,Проблема с освещением,,Сообщите о проблеме «Проблема с освещением» в техническую службу.,,Запрос «Проблема с освещением» отправлен.,Проблема с освещением,,,Проблем с осветлението,Lighting issue,Beleuchtungsproblem,Problemă cu iluminatul,Problém s osvětlením,Проблема с освещением,technical_problem|lighting,maintenance,
bathroom_issue,request,maintenance,technical,True,25,bathroom,standard,maintenance,,bathroom_issue,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Проблем в банята,Badezimmerproblem,Bathroom issue,Problemă în baie,Problém v koupelně,,,,,,Съобщете за „Проблем в банята“ на техническата поддръжка.,„Badezimmerproblem“ dem technischen Service melden.,Report “Bathroom issue” to maintenance.,Raportați „Problemă în baie” serviciului tehnic.,Nahlaste „Problém v koupelně“ technické údržbě.,,,,,,Заявката „Проблем в банята“ е изпратена.,Ihre Anfrage „Badezimmerproblem“ wurde gesendet.,Your “Bathroom issue” request has been sent.,Solicitarea „Problemă în baie” a fost trimisă.,Požadavek „Problém v koupelně“ byl odeslán.,Проблем в банята,Badezimmerproblem,Bathroom issue,Problemă în baie,Problém v koupelně,,,,,,,,,,,,,Техническая служба,Проблема в ванной,,Сообщите о проблеме «Проблема в ванной» в техническую службу.,,Запрос «Проблема в ванной» отправлен.,Проблема в ванной,,,Проблем в банята,Bathroom issue,Badezimmerproblem,Problemă în baie,Problém v koupelně,Проблема в ванной,technical_problem|bathroom,maintenance,
door_lock_issue,request,maintenance,technical,True,26,lock,standard,maintenance,,door_lock_issue,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Проблем с врата или ключалка,Problem mit Tür oder Schloss,Door or lock issue,Problemă cu ușa sau încuietoarea,Problém se dveřmi nebo zámkem,,,,,,Съобщете за „Проблем с врата или ключалка“ на техническата поддръжка.,„Problem mit Tür oder Schloss“ dem technischen Service melden.,Report “Door or lock issue” to maintenance.,Raportați „Problemă cu ușa sau încuietoarea” serviciului tehnic.,Nahlaste „Problém se dveřmi nebo zámkem“ technické údržbě.,,,,,,Заявката „Проблем с врата или ключалка“ е изпратена.,Ihre Anfrage „Problem mit Tür oder Schloss“ wurde gesendet.,Your “Door or lock issue” request has been sent.,Solicitarea „Problemă cu ușa sau încuietoarea” a fost trimisă.,Požadavek „Problém se dveřmi nebo zámkem“ byl odeslán.,Проблем с врата или ключалка,Problem mit Tür oder Schloss,Door or lock issue,Problemă cu ușa sau încuietoarea,Problém se dveřmi nebo zámkem,,,,,,,,,,,,,Техническая служба,Проблема с дверью или замком,,Сообщите о проблеме «Проблема с дверью или замком» в техническую службу.,,Запрос «Проблема с дверью или замком» отправлен.,Проблема с дверью или замком,,,Проблем с врата или ключалка,Door or lock issue,Problem mit Tür oder Schloss,Problemă cu ușa sau încuietoarea,Problém se dveřmi nebo zámkem,Проблема с дверью или замком,technical_problem|door|lock,maintenance,
wifi_issue,request,maintenance,technical,True,27,wifi,standard,maintenance,,wifi_issue,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Проблем с Wi-Fi,WLAN-Problem,Wi-Fi issue,Problemă cu Wi-Fi,Problém s Wi-Fi,,,,,,Съобщете за „Проблем с Wi-Fi“ на техническата поддръжка.,„WLAN-Problem“ dem technischen Service melden.,Report “Wi-Fi issue” to maintenance.,Raportați „Problemă cu Wi-Fi” serviciului tehnic.,Nahlaste „Problém s Wi-Fi“ technické údržbě.,,,,,,Заявката „Проблем с Wi-Fi“ е изпратена.,Ihre Anfrage „WLAN-Problem“ wurde gesendet.,Your “Wi-Fi issue” request has been sent.,Solicitarea „Problemă cu Wi-Fi” a fost trimisă.,Požadavek „Problém s Wi-Fi“ byl odeslán.,Проблем с Wi-Fi,WLAN-Problem,Wi-Fi issue,Problemă cu Wi-Fi,Problém s Wi-Fi,,,,,,,,,,,,,Техническая служба,Проблема с Wi-Fi,,Сообщите о проблеме «Проблема с Wi-Fi» в техническую службу.,,Запрос «Проблема с Wi-Fi» отправлен.,Проблема с Wi-Fi,,,Проблем с Wi-Fi|интернетът не работи|няма wi-fi|проблем с интернет,Wi-Fi issue|wifi not working|internet problem,WLAN-Problem|wlan funktioniert nicht|internetproblem,Problemă cu Wi-Fi|wi-fi nu funcționează|problemă internet,Problém s Wi-Fi|wi-fi nefunguje|problém s internetem,Проблема с Wi-Fi|не работает wi-fi|проблема с интернетом,technical_problem|wifi_problem|internet_problem,maintenance,
power_outlet_issue,request,maintenance,technical,True,28,power,standard,maintenance,,power_outlet_issue,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Проблем с електрически контакт,Steckdosenproblem,Power outlet issue,Problemă cu priza electrică,Problém se zásuvkou,,,,,,Съобщете за „Проблем с електрически контакт“ на техническата поддръжка.,„Steckdosenproblem“ dem technischen Service melden.,Report “Power outlet issue” to maintenance.,Raportați „Problemă cu priza electrică” serviciului tehnic.,Nahlaste „Problém se zásuvkou“ technické údržbě.,,,,,,Заявката „Проблем с електрически контакт“ е изпратена.,Ihre Anfrage „Steckdosenproblem“ wurde gesendet.,Your “Power outlet issue” request has been sent.,Solicitarea „Problemă cu priza electrică” a fost trimisă.,Požadavek „Problém se zásuvkou“ byl odeslán.,Проблем с електрически контакт,Steckdosenproblem,Power outlet issue,Problemă cu priza electrică,Problém se zásuvkou,,,,,,,,,,,,,Техническая служба,Проблема с розеткой,,Сообщите о проблеме «Проблема с розеткой» в техническую службу.,,Запрос «Проблема с розеткой» отправлен.,Проблема с розеткой,,,Проблем с електрически контакт,Power outlet issue,Steckdosenproblem,Problemă cu priza electrică,Problém se zásuvkou,Проблема с розеткой,technical_problem|power_outlet,maintenance,
safe_issue,request,maintenance,technical,True,29,safe,standard,maintenance,,safe_issue,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Проблем със сейфа,Safe-Problem,Safe issue,Problemă cu seiful,Problém s trezorem,,,,,,Съобщете за „Проблем със сейфа“ на техническата поддръжка.,„Safe-Problem“ dem technischen Service melden.,Report “Safe issue” to maintenance.,Raportați „Problemă cu seiful” serviciului tehnic.,Nahlaste „Problém s trezorem“ technické údržbě.,,,,,,Заявката „Проблем със сейфа“ е изпратена.,Ihre Anfrage „Safe-Problem“ wurde gesendet.,Your “Safe issue” request has been sent.,Solicitarea „Problemă cu seiful” a fost trimisă.,Požadavek „Problém s trezorem“ byl odeslán.,Проблем със сейфа,Safe-Problem,Safe issue,Problemă cu seiful,Problém s trezorem,,,,,,,,,,,,,Техническая служба,Проблема с сейфом,,Сообщите о проблеме «Проблема с сейфом» в техническую службу.,,Запрос «Проблема с сейфом» отправлен.,Проблема с сейфом,,,Проблем със сейфа,Safe issue,Safe-Problem,Problemă cu seiful,Problém s trezorem,Проблема с сейфом,technical_problem|safe,maintenance,
balcony_door_issue,request,maintenance,technical,True,30,door,standard,maintenance,,balcony_door_issue,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Проблем с балконската врата,Problem mit der Balkontür,Balcony door issue,Problemă cu ușa balconului,Problém s balkonovými dveřmi,,,,,,Съобщете за „Проблем с балконската врата“ на техническата поддръжка.,„Problem mit der Balkontür“ dem technischen Service melden.,Report “Balcony door issue” to maintenance.,Raportați „Problemă cu ușa balconului” serviciului tehnic.,Nahlaste „Problém s balkonovými dveřmi“ technické údržbě.,,,,,,Заявката „Проблем с балконската врата“ е изпратена.,Ihre Anfrage „Problem mit der Balkontür“ wurde gesendet.,Your “Balcony door issue” request has been sent.,Solicitarea „Problemă cu ușa balconului” a fost trimisă.,Požadavek „Problém s balkonovými dveřmi“ byl odeslán.,Проблем с балконската врата,Problem mit der Balkontür,Balcony door issue,Problemă cu ușa balconului,Problém s balkonovými dveřmi,,,,,,,,,,,,,Техническая служба,Проблема с балконной дверью,,Сообщите о проблеме «Проблема с балконной дверью» в техническую службу.,,Запрос «Проблема с балконной дверью» отправлен.,Проблема с балконной дверью,,,Проблем с балконската врата,Balcony door issue,Problem mit der Balkontür,Problemă cu ușa balconului,Problém s balkonovými dveřmi,Проблема с балконной дверью,technical_problem|balcony_door,maintenance,
minibar_not_cooling,request,maintenance,technical,True,31,minibar,standard,maintenance,,minibar_not_cooling,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Минибарът не охлажда,Minibar kühlt nicht,Minibar not cooling,Minibarul nu răcește,Minibar nechladí,,,,,,Съобщете за „Минибарът не охлажда“ на техническата поддръжка.,„Minibar kühlt nicht“ dem technischen Service melden.,Report “Minibar not cooling” to maintenance.,Raportați „Minibarul nu răcește” serviciului tehnic.,Nahlaste „Minibar nechladí“ technické údržbě.,,,,,,Заявката „Минибарът не охлажда“ е изпратена.,Ihre Anfrage „Minibar kühlt nicht“ wurde gesendet.,Your “Minibar not cooling” request has been sent.,Solicitarea „Minibarul nu răcește” a fost trimisă.,Požadavek „Minibar nechladí“ byl odeslán.,Минибарът не охлажда,Minibar kühlt nicht,Minibar not cooling,Minibarul nu răcește,Minibar nechladí,,,,,,,,,,,,,Техническая служба,Мини-бар не охлаждает,,Сообщите о проблеме «Мини-бар не охлаждает» в техническую службу.,,Запрос «Мини-бар не охлаждает» отправлен.,Мини-бар не охлаждает,,,Минибарът не охлажда,Minibar not cooling,Minibar kühlt nicht,Minibarul nu răcește,Minibar nechladí,Мини-бар не охлаждает,technical_problem|minibar_cooling,maintenance,
other_technical_issue,request,maintenance,technical,True,32,tools,standard,maintenance,,other_technical_issue,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Друг технически проблем,Anderes technisches Problem,Other technical issue,Altă problemă tehnică,Jiný technický problém,,,,,,Съобщете за „Друг технически проблем“ на техническата поддръжка.,„Anderes technisches Problem“ dem technischen Service melden.,Report “Other technical issue” to maintenance.,Raportați „Altă problemă tehnică” serviciului tehnic.,Nahlaste „Jiný technický problém“ technické údržbě.,,,,,,Заявката „Друг технически проблем“ е изпратена.,Ihre Anfrage „Anderes technisches Problem“ wurde gesendet.,Your “Other technical issue” request has been sent.,Solicitarea „Altă problemă tehnică” a fost trimisă.,Požadavek „Jiný technický problém“ byl odeslán.,Друг технически проблем,Anderes technisches Problem,Other technical issue,Altă problemă tehnică,Jiný technický problém,,,,,,,,,,,,,Техническая служба,Другая техническая проблема,,Сообщите о проблеме «Другая техническая проблема» в техническую службу.,,Запрос «Другая техническая проблема» отправлен.,Другая техническая проблема,,,Друг технически проблем,Other technical issue,Anderes technisches Problem,Altă problemă tehnică,Jiný technický problém,Другая техническая проблема,technical_problem|other,maintenance,
coffee_machine,request,maintenance,technical,True,130,coffee,standard,maintenance,,coffee_machine,True,False,,,False,none,,False,,,,,,True,True,True,staff_required,Поддръжка,Technischer Service,Maintenance,Mentenanță,Údržba,Проблем с кафе машината,Problem mit der Kaffeemaschine,Coffee machine issue,Problemă cu aparatul de cafea,Problém s kávovarem,,,,,,Съобщете за „Проблем с кафе машината“ на техническата поддръжка.,„Problem mit der Kaffeemaschine“ dem technischen Service melden.,Report “Coffee machine issue” to maintenance.,Raportați „Problemă cu aparatul de cafea” serviciului tehnic.,Nahlaste „Problém s kávovarem“ technické údržbě.,,,,,,Заявката „Проблем с кафе машината“ е изпратена.,Ihre Anfrage „Problem mit der Kaffeemaschine“ wurde gesendet.,Your “Coffee machine issue” request has been sent.,Solicitarea „Problemă cu aparatul de cafea” a fost trimisă.,Požadavek „Problém s kávovarem“ byl odeslán.,Проблем с кафе машината,Problem mit der Kaffeemaschine,Coffee machine issue,Problemă cu aparatul de cafea,Problém s kávovarem,,,,,,,,,,,,,Техническая служба,Проблема с кофемашиной,,Сообщите о проблеме «Проблема с кофемашиной» в техническую службу.,,Запрос «Проблема с кофемашиной» отправлен.,Проблема с кофемашиной,,,Проблем с кафе машината|кафе машината не работи|счупена кафе машина,Coffee machine issue|coffee machine not working,Problem mit der Kaffeemaschine|kaffeemaschine funktioniert nicht,Problemă cu aparatul de cafea|aparatul de cafea nu funcționează,Problém s kávovarem|kávovar nefunguje,Проблема с кофемашиной|не работает кофемашина,technical_problem|coffee_machine,maintenance,
animation_program,pdf,animation,,True,40,🎭,info_only,none,,animation_program,False,False,,,False,none,,False,,,,,,True,False,True,policy_only,Анимация,Animation,Animation,Animație,Animace,Програма за анимация,Animationsprogramm,Animation program,Program de animație,Animační program,,,,,,,,,,,,,,,,,,,,,,,,,,animation|program|анимация|програма|детска анимация|вечерна програма|забавления|активности|събития|animation|program|kids animation|evening program|entertainment|activities|events|animation|programm|kinderanimation|abendprogramm|unterhaltung|aktivitäten|veranstaltungen|animație|program|animație pentru copii|program de seară|divertisment|activități|evenimente|animace|program|dětská animace|večerní program|zábava|aktivity|akce,,,,,,,,,,,,Анимация,Анимационная программа,,,,,,,,Програма за анимация|анимационна програма|програма за анимацията|детска анимация|вечерна анимация,Animation program|animation program|entertainment schedule|kids animation,Animationsprogramm|animationsprogramm|unterhaltungsprogramm,Program de animație|program de animație|programul de animație,Animační program|animační program|program animace,Анимационная программа|анимационная программа|программа анимации|программу анимации,animation_program|animation_schedule|daily_activities,animation,
world_cup_2026,external_link,world_cup,,True,50,🏆,info_only,none,,world_cup_2026,False,False,,,False,,,False,,,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=DE&wtw-filter=ALL,,True,False,True,policy_only,🏆 Световно първенство 2026,🏆 Weltmeisterschaft 2026,🏆 World Cup 2026,🏆 Cupa Mondială 2026,🏆 Mistrovství světa 2026,Програма и резултати,Spielplan und Ergebnisse,Schedule and results,Program și rezultate,Program a výsledky,Официален FIFA линк,Offizieller FIFA-Link,Official FIFA link,Link oficial FIFA,Oficiální odkaz FIFA,Официална програма и резултати от Световното първенство 2026.,Offizieller Spielplan und Ergebnisse der FIFA-Weltmeisterschaft 2026.,Official schedule and results for the FIFA World Cup 2026.,Programul oficial și rezultatele Cupei Mondiale FIFA 2026.,Oficiální program a výsledky FIFA World Cup 2026.,,,,,,,,,,,,,,,,world_cup|world_cup_2026|световно първенство|футбол|мачове|програма|резултати|fifa|world cup|football|matches|schedule|results|fifa|world cup 2026|weltmeisterschaft|fußball|spiele|spielplan|ergebnisse|fifa|cupa mondială|fotbal|meciuri|program|rezultate|fifa|mistrovství světa|fotbal|zápasy|program|výsledky|fifa,,,,,,,,,,,,🏆 Чемпионат мира 2026,Расписание и результаты,Официальная ссылка FIFA,Официальное расписание и результаты Чемпионата мира по футболу 2026.,,,,,,Програма и резултати|програма на мачовете|резултати от световното първенство|мачове световно първенство,Schedule and results|world cup match schedule|fixtures and results|world cup results,Spielplan und Ergebnisse|wm spielplan|spielplan und ergebnisse|weltmeisterschaft spiele,Program și rezultate|programul meciurilor|rezultate cupa mondială,Program a výsledky|program zápasů|výsledky mistrovství světa,Расписание и результаты|расписание матчей|программа матчей|результаты чемпионата мира,match_schedule|world_cup_results|football_schedule,world_cup,
